43,3,47954,680,10359,17263,27615,3,90000,8,160.16666667
44,3,47954,760,15988,26630,42607,4,150000,8,117
58,3,47954,680,13321,22194,35506,3,187000,6,135
22,3,56785,519,12104,20182,32291,1,-6,3,64.75
48,3,60308,600,12855,21423,34277,1,-6,3,60.333333333
42,3,56785,788,15560,25933,41507,3,150000,7,147.16666667
-9,4,48751,702,10587,17658,28235,2,-6,4,0
23,2,55986,546,13562,22586,36066,2,-6,4,44
51,3,47954,680,11835,19726,31557,3,175000,5,114
47,2,59396,1081,19263,32107,51357,5,200000,10,212
66,2,59396,1081,12480,20795,33291,5,306000,10,202
47,1,67354,1006,20544,34246,53386,3,230000,5,226.66666667
30,3,47954,874,14804,24665,39457,5,600000,9,561.75
49,2,60200,916,16250,27100,43350,3,180000,7,269.5
60,3,55133,972,13599,22660,36261,3,800000,12,137
47,4,52464,862,13219,22008,34916,3,300000,5,62
59,4,52464,629,13219,22008,34916,2,259000,6,139.16666667
45,4,52464,862,13219,22008,34916,3,300000,7,275
54,2,58672,607,14134,23556,37695,2,350000,7,199
35,3,49799,892,16536,27555,44084,4,150000,12,84.666666667
-9,3,49799,531,10713,17855,28572,1,-6,3,0
33,3,55133,972,17000,28332,45332,3,95000,10,113.5
42,3,47954,760,15988,26630,42607,4,55000,10,266
37,3,60308,963,19827,33053,52884,4,228900,7,210.83333333
52,3,60308,879,14695,24490,39167,3,415000,8,196
-9,3,70250,1034,14950,24900,39850,3,500000,6,70.833333333
27,3,70250,750,14950,24900,39850,1,-6,2,47
54,3,53343,1035,11497,19166,30667,4,375000,8,131.33333333
37,2,60052,833,20907,34830,55744,3,195000,8,340.66666667
52,2,59396,940,17822,29722,47543,4,150000,7,179.16666667
70,1,73450,1080,17650,29400,46400,3,500000,6,306.5
82,4,62413,1017,15990,26648,42636,2,250000,4,178.66666667
46,4,68058,1168,14364,23947,38037,3,210000,6,168
56,4,82000,2054,23500,39150,52200,5,750000,10,291.41666667
44,3,65248,984,19708,32839,49484,3,305000,6,183
63,3,48301,759,11596,19315,30929,3,325000,8,375.66666667
36,1,86668,970,23414,39008,52200,1,-6,3,0
63,1,64642,1068,15745,26234,41405,4,100000,8,623.66666667
56,2,68050,657,16350,27200,43600,2,85000,4,144
23,2,68050,841,16350,27200,43600,3,101000,5,90
28,2,68050,841,16350,27200,43600,3,99000,6,83
42,2,68050,841,14300,23800,38150,3,130000,6,120
51,2,59404,874,18001,29999,47898,4,208000,9,253
-9,3,55133,631,11897,19833,31730,1,-6,4,0
26,3,47954,680,13321,22194,35506,3,260000,7,215
50,2,58672,834,14134,23556,37695,4,250000,9,223
34,2,54790,890,19623,32691,52190,5,-6,7,0
63,2,54790,564,13529,22537,35997,2,-6,4,0
57,4,64713,1121,15698,26155,41403,3,89000,6,195
31,4,64713,1328,19614,32696,51763,4,390000,8,94
34,3,48850,687,11750,19550,31300,3,60000,6,63.666666667
-9,3,48850,712,10250,17100,27400,4,525000,9,55
31,4,68058,1168,18474,30780,48885,3,180000,6,167
46,2,67646,724,16326,27198,42657,2,-6,4,97
-9,1,67354,1006,14382,23961,37367,3,130000,6,0
52,2,59396,827,14275,23783,38050,3,160000,6,141.66666667
54,2,60319,829,16291,27152,43445,3,300000,7,219
48,2,55986,800,13562,22586,36066,4,160000,9,156.16666667
92,3,68490,596,14433,24048,36179,0,-6,2,0
35,2,60052,893,18010,30035,48045,4,312000,9,262
29,2,55986,920,11864,19774,31552,5,305000,11,207
26,3,67300,1240,17050,28450,45500,3,285000,5,85
22,3,67300,912,17050,28450,45500,2,-6,4,49.25
45,3,67300,1435,17050,28450,45500,4,199000,7,216
58,2,55986,712,13562,22586,36066,3,200000,6,172
64,3,67300,912,17050,28450,45500,2,-6,4,143
-9,3,55133,631,11897,19833,31730,1,-6,3,51
-9,2,55986,712,11864,19774,31552,3,350000,9,50
28,3,54550,831,15450,25800,41250,3,-6,5,158
84,3,59150,686,12450,20700,33150,1,-6,4,69
-9,3,59150,1087,12450,20700,33150,3,-6,6,0
49,1,56672,919,15799,26310,42079,4,160000,7,157.66666667
48,3,49725,548,10773,17954,28736,2,-6,4,110
63,2,64450,652,13550,22550,36100,2,400000,5,126
45,1,56672,823,14046,23397,37414,3,500000,6,207.25
68,4,51728,1006,13250,22050,35301,4,300000,9,210
32,4,68058,1367,20519,34215,54325,4,350000,9,143.33333333
52,4,63913,1923,16061,26762,42823,5,1540794,11,191
39,2,60052,833,12614,21016,33638,3,78000,5,102.33333333
42,2,58850,806,17700,29500,47200,3,115000,7,170.66666667
80,1,67354,1006,14382,23961,37367,3,-6,5,226
28,3,56785,788,13837,23060,36885,3,150000,6,130
53,3,51000,897,12250,20400,32650,4,780000,9,212.5
50,2,52802,821,18975,31615,50591,5,220000,10,122.66666667
63,4,72412,1389,17381,28980,44160,4,210000,7,109.66666667
35,4,67750,891,14250,23700,37950,1,150000,3,25
62,4,67750,1765,25200,42000,67250,4,350000,6,241.66666667
28,3,40307,610,12671,21115,33785,3,-6,5,162.08333333
57,2,69700,1100,18100,30150,46400,3,300000,5,132.33333333
28,2,69700,906,15850,26400,40600,2,220000,5,108.66666667
48,2,69700,1100,24450,40700,62650,3,475000,7,324.33333333
37,3,49799,623,13771,22959,36734,2,-6,4,153.5
50,4,74600,1914,20150,33550,52200,4,700000,8,213.33333333
43,2,60052,893,16218,27032,43250,4,220000,8,153
30,3,60308,879,16521,27549,44072,3,176000,5,118.33333333
54,3,54900,748,16450,27450,43900,4,160000,8,163.58333333
31,1,61600,643,12950,21550,34500,2,110000,4,75
34,2,60052,893,14412,24026,38455,4,225000,6,68.5
63,2,68400,938,14350,23950,38300,3,175000,5,178
50,2,68400,938,14350,23950,38300,3,110000,6,131.5
28,3,57850,1060,18750,31250,50050,4,250000,8,144
76,3,57850,918,13900,23150,37050,3,350000,13,110
33,2,64300,563,15450,25700,41150,2,-6,4,139
