41,3,37391,703,-1,20571,32910,4,160000,7,47
57,3,37391,608,-1,15237,24378,3,150000,6,109
22,3,47181,568,-1,16513,26418,2,-6,4,28
44,3,47181,482,-1,16513,26418,1,-6,3,60.666666667
38,3,47181,763,-1,21232,33966,3,130000,7,47
28,4,36920,561,-1,15118,24181,2,-6,4,71
80,4,36920,769,-1,15118,24181,3,106000,5,166
29,2,42314,473,-1,14727,23565,2,-6,4,13
47,3,37391,608,-1,15237,24378,3,170000,5,183
38,3,37391,463,-1,13333,21331,2,-6,4,50
43,1,54814,965,-1,30040,45095,3,190000,6,212.83333333
57,3,37391,608,-1,15237,24378,3,681012,9,95.666666667
45,2,49854,740,-1,24927,39860,3,140000,7,223.16666667
56,4,40693,741,-1,16696,26620,3,215000,6,143.33333333
56,2,51360,483,-1,20548,32741,1,325000,8,105.75
26,3,44355,509,-1,15930,25486,1,-6,3,41
30,3,44355,856,-1,20482,32768,3,95000,7,324
39,3,37391,608,-1,20571,32910,3,160000,7,94
66,3,47181,763,-1,16513,26418,3,185000,12,172
-9,3,44355,1003,-1,15930,25486,4,219500,7,0
40,3,56594,683,-1,19808,31685,2,-6,5,82.166666667
90,2,49260,414,-1,17241,27597,1,-6,3,18
33,2,49260,710,-1,26601,42578,3,180000,6,118
48,2,49260,780,-1,24631,39424,4,140000,6,176.25
51,4,56249,721,-1,23703,35441,1,300000,4,189.25
43,4,55307,919,-1,19357,30184,3,185000,12,138.83333333
52,4,62986,1268,-1,28344,42045,5,681012,10,354.25
17,3,55074,876,-1,22040,32794,3,180000,6,109
59,3,46005,781,-1,18417,29465,3,325000,6,271.5
33,1,54814,625,-1,22252,33403,1,-6,3,7
47,1,54814,1121,-1,25033,37579,4,170000,8,191
52,2,51597,617,-1,23219,37129,2,70000,4,221.83333333
47,2,51360,852,-1,25685,40927,4,162900,9,172.91666667
25,3,44355,509,-1,15930,25486,1,-6,3,96
50,3,37391,608,-1,13333,21331,3,90000,7,59
51,2,49260,710,-1,17241,27597,3,92000,6,116
46,2,51360,852,-1,20548,32741,4,215000,9,264
48,2,42713,704,-1,17243,27589,5,-6,7,0
38,2,42713,466,-1,17243,27589,2,-6,4,0
64,3,43346,666,-1,17339,27751,3,60000,6,404
67,2,52052,593,-1,18198,29000,2,-6,4,44.666666667
48,2,49260,710,-1,19705,31539,3,115000,6,158.16666667
44,2,42314,743,-1,16831,26931,5,125000,10,126.75
93,3,55074,540,-1,19285,28694,1,-6,3,0
44,2,42314,705,-1,22722,36357,4,245000,10,167.66666667
18,3,50203,724,-1,20081,32120,2,-6,4,64
54,2,42314,705,-1,16831,26931,4,156000,8,164
41,3,50203,724,-1,22591,36135,2,78000,4,243.08333333
47,3,44355,509,-1,15930,25486,1,-6,3,91
80,3,46368,515,-1,16229,25950,1,-6,3,37
44,1,44230,912,-1,22760,36097,4,146000,9,212.66666667
44,3,37097,458,-1,13321,21311,2,-6,4,157
65,2,52062,755,-1,20825,33329,3,285000,8,121.41666667
41,1,44230,788,-1,18208,28878,3,320000,6,125.5
64,4,46241,955,-1,18604,29759,5,280000,10,161
38,1,57989,755,-1,26095,41731,2,150000,5,166
47,3,40325,697,-1,20162,32248,3,-6,6,71
